order_id,order_date,planned_delivery,actual_delivery,release,client,region,destination,origin,cargo_type,transport_type,distance_km,weight_kg,revenue,cost_fuel,cost_driver,cost_warehouse,cost_tolls,cost_other,total_cost,profit,status,on_time,in_full,otif
LH-11153,2024-09-19,2024-09-21,2024-09-21,v1.0,АО «СахалинСнаб»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Фура,461,5596.7,41028.73,16241.27,6510.08,3509.28,1264.0,539.41,28064.04,12964.69,Доставлен,1,1,1
LH-11154,2024-09-19,2024-09-22,2024-09-23,v1.0,ООО «АптекаПлюс»,Приморский край,Владивосток,Комсомольск-на-Амуре,Мебель,Фура,1038,1960.8,99497.31,35700.95,16042.15,1444.43,2252.33,6437.87,61877.73,37619.58,Доставлен,0,1,0
LH-11155,2024-09-19,2024-09-23,2024-09-23,v1.0,ООО «ТехноДВ»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Электроника,Газель,1641,923.7,75428.26,23983.1,13279.63,785.26,5068.7,637.63,43754.32,31673.94,Доставлен,1,1,1
LH-11156,2024-09-19,2024-09-21,2024-09-22,v1.0,ООО «ХабЭлектро»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Фура,434,13719.7,47767.22,16164.89,11421.11,8256.04,889.46,3844.28,40575.78,7191.44,Доставлен,0,1,0
LH-11157,2024-09-19,2024-09-21,2024-09-21,v1.0,ООО «МебельГрад»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Фура,310,6637.3,31054.43,11468.63,8182.13,4038.97,587.12,948.49,25225.34,5829.09,Доставлен,1,1,1
LH-11158,2024-09-19,2024-09-21,2024-09-21,v1.0,ООО «АптекаПлюс»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Фура,351,6967.3,32455.24,13915.76,7759.6,4094.29,978.69,773.02,27521.36,4933.88,Доставлен,1,1,1
LH-11159,2024-09-20,2024-09-23,2024-09-23,v1.0,ООО «АмурСтрой»,Приморский край,Владивосток,Комсомольск-на-Амуре,Мебель,Фура,1068,5289.4,93020.16,43239.35,10837.9,2706.98,2616.59,342.34,59743.16,33277.0,Доставлен,1,1,1
LH-11160,2024-09-20,2024-09-22,2024-09-22,v1.0,АО «ВостокМед»,Приморский край,Владивосток,Комсомольск-на-Амуре,Стройматериалы,Фура,800,10938.2,71135.95,30714.95,6945.99,4602.01,1629.05,1018.49,44910.49,26225.46,Доставлен,1,1,1
LH-11161,2024-09-20,2024-09-23,2024-09-23,v1.0,ООО «ХабЭлектро»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Электроника,Газель,1493,877.0,66488.46,22207.05,12308.2,892.96,4470.69,813.47,40692.37,25796.09,Доставлен,1,0,0
LH-11162,2024-09-20,2024-09-24,2024-09-24,v1.0,ИП Ковалёв,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Мебель,Газель,1845,1408.1,72409.65,24065.79,13489.35,957.37,5506.45,878.68,44897.64,27512.01,Доставлен,1,0,0
LH-11163,2024-09-20,2024-09-22,2024-09-22,v1.0,ООО «ТехноДВ»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Мебель,Газель,321,1078.8,15780.47,4772.68,8362.31,798.82,667.63,1103.82,15705.26,75.21,Доставлен,1,1,1
LH-11164,2024-09-21,2024-09-24,2024-09-24,v1.0,АО «СахалинСнаб»,Приморский край,Владивосток,Комсомольск-на-Амуре,Электроника,Газель,1086,368.0,50668.03,13813.28,12392.42,554.13,2180.0,1397.9,30337.73,20330.3,Доставлен,1,1,1
LH-11165,2024-09-21,2024-09-25,2024-09-25,v1.0,ООО «ДВ Логистик»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Мебель,Фура,1666,3684.5,145195.74,66985.57,13939.63,2151.21,4190.98,321.73,87589.12,57606.62,Доставлен,1,0,0
LH-11166,2024-09-21,2024-09-23,2024-09-24,v1.0,ООО «ПримТорг»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Одежда и обувь,Газель,571,536.1,22407.17,8668.7,10693.87,667.44,1281.78,1971.85,23283.64,-876.47,Доставлен,0,0,0
LH-11167,2024-09-22,2024-09-24,2024-09-24,v1.0,ООО «Модный Дом»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Фура,390,9308.1,39526.71,15782.28,6809.27,5421.92,1155.04,954.69,30123.2,9403.51,Доставлен,1,1,1
LH-11168,2024-09-22,2024-09-24,2024-09-24,v1.0,ООО «Модный Дом»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Одежда и обувь,Газель,363,1493.2,15846.0,4832.42,6820.09,1222.51,1013.89,821.81,14710.72,1135.28,Доставлен,1,1,1
LH-11169,2024-09-22,2024-09-24,2024-09-24,v1.0,ООО «ТехноДВ»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Контейнер (ж/д),306,12241.1,28390.61,6773.18,6576.37,6397.86,0.0,1289.99,21037.4,7353.21,Доставлен,1,1,1
LH-11170,2024-09-22,2024-09-24,2024-09-25,v1.0,ИП Ковалёв,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Электроника,Газель,471,494.4,22311.69,6858.77,10613.43,647.45,1183.72,1515.67,20819.04,1492.65,Доставлен,0,0,0
LH-11171,2024-09-23,2024-09-27,2024-09-27,v1.0,ООО «АптекаПлюс»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Стройматериалы,Фура,1446,14686.5,119778.43,56343.4,13528.04,6068.22,4385.26,1256.23,81581.15,38197.28,Доставлен,1,0,0
LH-11172,2024-09-23,2024-09-25,2024-09-25,v1.0,АО «ВостокМед»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Одежда и обувь,Газель,483,1194.2,21735.52,6692.37,8345.43,975.33,1483.35,666.54,18163.02,3572.5,Доставлен,1,1,1
LH-11173,2024-09-23,2024-09-26,2024-09-26,v1.0,ООО «Модный Дом»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,1164,3393.4,119525.02,46099.34,11797.11,2111.59,2810.09,905.86,63723.99,55801.03,Доставлен,1,1,1
LH-11174,2024-09-23,2024-09-26,2024-09-26,v1.0,АО «ВостокМед»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,1018,7155.2,109046.79,43190.86,10135.9,4303.04,2330.29,871.32,60831.41,48215.38,Доставлен,1,1,1
LH-11175,2024-09-23,2024-09-25,2024-09-25,v1.0,ООО «ТехноДВ»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Мебель,Газель,458,829.5,21108.73,6513.88,6766.51,877.01,848.4,376.0,15381.8,5726.93,Доставлен,1,1,1
LH-11176,2024-09-23,2024-09-27,2024-09-27,v1.0,ООО «ТехноДВ»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,1301,1333.4,155789.11,57276.41,13937.66,937.41,2406.19,344.59,74902.26,80886.85,Доставлен,1,1,1
LH-11177,2024-09-24,2024-09-26,2024-09-26,v1.0,АО «ВостокМед»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,333,2359.9,38939.92,14112.79,7921.62,1231.0,862.81,758.42,24886.64,14053.28,Доставлен,1,1,1
LH-11178,2024-09-24,2024-09-27,2024-09-27,v1.0,ООО «ДВ Логистик»,Приморский край,Владивосток,Комсомольск-на-Амуре,Одежда и обувь,Фура,874,1962.7,75421.61,31413.48,12107.76,1132.05,1744.49,1379.4,47777.18,27644.43,Доставлен,1,1,1
LH-11179,2024-09-24,2024-09-27,2024-09-27,v1.0,ООО «ТехноДВ»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Стройматериалы,Фура,1299,9925.6,107082.32,48321.56,9666.74,5743.31,3215.16,826.71,67773.48,39308.84,Доставлен,1,0,0
LH-11180,2024-09-24,2024-09-26,2024-09-26,v1.0,ООО «ХабЭлектро»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,304,14186.7,44153.0,13568.92,7904.4,6161.58,868.48,425.91,28929.29,15223.71,Доставлен,1,0,0
LH-11181,2024-09-24,2024-09-28,2024-10-02,v1.0,ООО «МебельГрад»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Электроника,Фура,1694,1997.7,151387.83,64646.0,31783.79,1280.2,4647.76,30734.79,133092.54,18295.29,Доставлен,0,1,0
LH-11182,2024-09-24,2024-09-26,2024-09-26,v1.0,АО «ВостокМед»,Приморский край,Владивосток,Комсомольск-на-Амуре,Электроника,Газель,883,1012.3,40678.42,12445.52,7849.89,856.92,1829.81,377.69,23359.83,17318.59,Доставлен,1,0,0
LH-11183,2024-09-25,2024-09-28,2024-09-28,v1.0,ООО «ДальФуд»,Приморский край,Владивосток,Комсомольск-на-Амуре,Мебель,Фура,845,2954.3,76158.37,33214.52,12298.86,1579.24,1692.39,403.88,49188.89,26969.48,Доставлен,1,1,1
LH-11184,2024-09-25,2024-09-28,2024-09-28,v1.0,ООО «ДВ Логистик»,Приморский край,Владивосток,Комсомольск-на-Амуре,Мебель,Фура,884,2867.3,74660.49,32879.75,11516.42,1431.64,2746.06,1042.54,49616.41,25044.08,Доставлен,1,1,1
LH-11185,2024-09-25,2024-09-27,2024-09-27,v1.0,ООО «ДальФуд»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,468,746.2,59367.85,18735.01,7462.79,677.43,1047.67,437.9,28360.8,31007.05,Доставлен,1,0,0
LH-11186,2024-09-25,2024-09-27,2024-09-27,v1.0,ООО «ХабЭлектро»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Одежда и обувь,Фура,403,3352.2,41225.45,15576.26,8261.43,2275.42,1059.3,784.21,27956.62,13268.83,Доставлен,1,1,1
LH-11187,2024-09-25,2024-09-27,2024-09-27,v1.0,АО «ВостокМед»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,306,13829.7,43973.76,11904.91,6408.19,7641.56,839.15,604.51,27398.32,16575.44,Доставлен,1,1,1
LH-11188,2024-09-26,2024-09-29,2024-09-29,v1.0,ООО «ПримТорг»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,805,1283.5,85934.56,34638.85,11862.36,1002.23,2109.98,1459.35,51072.77,34861.79,Доставлен,1,1,1
LH-11189,2024-09-26,2024-09-29,2024-09-29,v1.0,ИП Ковалёв,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Фура,1187,2938.7,103657.63,46381.23,12063.83,2049.96,3307.5,1240.32,65042.84,38614.79,Доставлен,1,1,1
LH-11190,2024-09-26,2024-09-28,2024-09-28,v1.0,ООО «ТехноДВ»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Одежда и обувь,Газель,310,1320.6,15539.48,4671.61,6976.38,1125.23,628.03,842.41,14243.66,1295.82,Доставлен,1,1,1
LH-11191,2024-09-26,2024-09-29,2024-09-29,v1.0,ООО «АптекаПлюс»,Приморский край,Владивосток,Комсомольск-на-Амуре,Мебель,Фура,981,1590.2,84373.88,34364.25,9811.84,1058.73,2195.23,1495.03,48925.08,35448.8,Доставлен,1,1,1
LH-11192,2024-09-26,2024-09-28,2024-09-28,v1.0,ООО «АптекаПлюс»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,413,5275.5,50115.72,17778.28,6559.29,2926.63,1190.03,1214.42,29668.65,20447.07,Доставлен,1,1,1
LH-11193,2024-09-26,2024-09-30,2024-09-30,v1.0,ООО «АптекаПлюс»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,1767,777.4,197991.6,69974.21,14249.18,841.74,4535.88,540.59,90141.6,107850.0,Доставлен,1,1,1
LH-11194,2024-09-26,2024-09-28,2024-10-01,v1.0,ООО «ТехноДВ»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Одежда и обувь,Фура,530,2298.1,45899.51,20988.49,19711.99,1539.82,1047.05,7640.12,50927.47,-5027.96,Доставлен,0,1,0
LH-11195,2024-09-27,2024-09-29,2024-09-29,v1.0,ООО «АптекаПлюс»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Электроника,Газель,345,1316.1,19367.98,4594.4,7485.31,951.37,687.11,1426.05,15144.24,4223.74,Доставлен,1,1,1
LH-11196,2024-09-27,2024-09-29,2024-09-29,v1.0,ООО «ДВ Логистик»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Одежда и обувь,Газель,321,816.3,14016.65,4210.95,7968.99,851.25,998.81,653.5,14683.5,-666.85,Доставлен,1,1,1
LH-11197,2024-09-27,2024-09-29,2024-09-29,v1.0,ООО «АптекаПлюс»,Приморский край,Владивосток,Комсомольск-на-Амуре,Электроника,Газель,828,568.7,36033.59,10521.74,6797.89,738.19,2539.3,1445.17,22042.29,13991.3,Доставлен,1,1,1
LH-11198,2024-09-27,2024-09-29,2024-09-29,v1.0,ООО «ДВ Логистик»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Электроника,Газель,321,1483.4,16660.29,4353.14,7642.83,935.51,674.08,1067.8,14673.36,1986.93,Доставлен,1,1,1
LH-11199,2024-09-27,2024-10-01,2024-10-01,v1.0,ООО «ПримТорг»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,1431,649.6,179900.0,57888.75,13671.9,739.71,3565.37,1014.33,76880.06,103019.94,Доставлен,1,1,1
LH-11200,2024-09-27,2024-09-29,2024-09-29,v1.0,ИП Ковалёв,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Контейнер (ж/д),395,14373.3,35797.82,9043.33,6586.01,8619.07,0.0,1113.89,25362.3,10435.52,Доставлен,1,1,1
LH-11201,2024-09-28,2024-09-30,2024-09-30,v1.0,АО «СахалинСнаб»,Приморский край,Владивосток,Комсомольск-на-Амуре,Электроника,Газель,895,1013.7,43035.31,12018.62,7633.01,901.98,2131.69,980.72,23666.02,19369.29,Доставлен,1,1,1
LH-11202,2024-09-28,2024-10-01,2024-10-01,v1.0,ООО «АмурСтрой»,Приморский край,Владивосток,Комсомольск-на-Амуре,Мебель,Фура,825,2736.7,75941.34,29971.72,12136.75,1744.94,2120.03,703.86,46677.3,29264.04,Доставлен,1,1,1
LH-11203,2024-09-28,2024-09-30,2024-09-30,v1.0,ООО «ДВ Логистик»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Фура,465,6691.1,46135.45,17970.78,6496.79,3210.57,1018.51,499.87,29196.52,16938.93,Доставлен,1,0,0
LH-11204,2024-09-29,2024-10-01,2024-10-01,v1.0,ООО «ТехноДВ»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,379,784.7,44549.72,14426.99,7365.73,745.11,790.23,1103.57,24431.63,20118.09,Доставлен,1,1,1
LH-11205,2024-09-29,2024-10-02,2024-10-06,v1.0,ИП Ковалёв,Амурская область,Благовещенск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,1195,9166.0,136895.84,51903.55,24724.08,5499.38,3130.69,28818.39,114076.09,22819.75,Доставлен,0,1,0
LH-11206,2024-09-29,2024-10-01,2024-10-01,v1.0,ООО «ХабЭлектро»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,364,473.7,41875.05,13951.17,7014.9,600.43,934.84,905.21,23406.55,18468.5,Доставлен,1,1,1
LH-11207,2024-09-30,2024-10-03,2024-10-03,v1.0,АО «ВостокМед»,Приморский край,Владивосток,Комсомольск-на-Амуре,Стройматериалы,Фура,990,4195.8,78037.74,40926.53,11521.57,2273.06,2682.94,741.6,58145.7,19892.04,Доставлен,1,1,1
LH-11208,2024-09-30,2024-10-02,2024-10-04,v1.0,ООО «МебельГрад»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Фура,461,4630.2,42229.99,18870.03,14923.83,2563.25,1389.92,4833.94,42580.97,-350.98,Доставлен,0,1,0
LH-11209,2024-09-30,2024-10-04,2024-10-04,v1.0,ООО «ХабЭлектро»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Стройматериалы,Фура,1574,9496.7,125245.29,56651.98,16602.63,5028.57,3579.77,347.55,82210.5,43034.79,Доставлен,1,1,1
LH-11210,2024-09-30,2024-10-03,2024-10-03,v1.0,ООО «МебельГрад»,Приморский край,Владивосток,Комсомольск-на-Амуре,Электроника,Газель,1116,962.5,49566.63,16497.19,10979.89,758.78,2167.1,998.14,31401.1,18165.53,Доставлен,1,1,1
LH-11211,2024-09-30,2024-10-03,2024-10-03,v1.0,ООО «ДальФуд»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Мебель,Фура,1156,2478.8,104375.64,47160.83,12279.48,1692.94,2548.34,1300.7,64982.29,39393.35,Доставлен,1,1,1
LH-11212,2024-09-30,2024-10-03,2024-10-03,v1.0,ИП Ковалёв,Амурская область,Благовещенск,Комсомольск-на-Амуре,Мебель,Газель,1482,1044.2,60723.49,21616.85,11176.44,1006.68,3378.11,563.91,37741.99,22981.5,Доставлен,1,1,1
LH-11213,2024-09-30,2024-10-04,2024-10-04,v1.0,ООО «АмурСтрой»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,1658,919.9,178826.19,72797.2,16686.66,893.03,3432.94,796.97,94606.8,84219.39,Доставлен,1,1,1
LH-11214,2024-09-30,2024-10-04,2024-10-04,v1.0,ООО «ТехноДВ»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,1540,603.9,179041.49,61566.98,13901.43,737.75,3883.73,1174.17,81264.06,97777.43,Доставлен,1,1,1
LH-11215,2024-10-01,2024-10-03,2024-10-03,v1.0,ООО «АмурСтрой»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,343,580.6,44319.1,14468.52,7321.24,630.79,815.32,735.12,23970.99,20348.11,Доставлен,1,1,1
LH-11216,2024-10-01,2024-10-03,2024-10-03,v1.0,ООО «ХабЭлектро»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,465,2270.1,52624.38,20283.58,7570.49,1553.79,1102.98,616.05,31126.89,21497.49,Доставлен,1,1,1
LH-11217,2024-10-01,2024-10-03,2024-10-03,v1.0,ИП Ковалёв,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,473,10178.3,61437.11,19688.81,7583.25,4710.71,860.76,1386.52,34230.05,27207.06,Доставлен,1,1,1
LH-11218,2024-10-01,2024-10-03,2024-10-03,v1.0,ООО «АптекаПлюс»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Фура,302,4242.3,31974.63,12419.82,6412.73,2911.73,753.61,1105.56,23603.45,8371.18,Доставлен,1,1,1
LH-11219,2024-10-01,2024-10-04,2024-10-04,v1.0,ООО «ДВ Логистик»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,1082,6784.5,111139.36,44107.81,10707.45,3085.34,2280.79,1455.39,61636.78,49502.58,Доставлен,1,1,1
LH-11220,2024-10-01,2024-10-04,2024-10-04,v1.0,ООО «ДВ Логистик»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Фура,1072,11158.3,97273.2,43688.57,11744.75,6718.94,3302.5,1320.62,66775.38,30497.82,Доставлен,1,0,0
LH-11221,2024-10-02,2024-10-04,2024-10-08,v1.0,ООО «АптекаПлюс»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Электроника,Газель,329,663.6,17400.31,4750.81,24688.76,791.52,911.16,4602.55,35744.8,-18344.49,Доставлен,0,0,0
LH-11222,2024-10-02,2024-10-04,2024-10-05,v1.0,ООО «Модный Дом»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Электроника,Газель,650,1345.5,29304.75,8496.36,10427.68,1004.28,1403.35,1870.35,23202.02,6102.73,Доставлен,0,1,0
LH-11223,2024-10-02,2024-10-06,2024-10-06,v1.0,ООО «МебельГрад»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Мебель,Фура,1435,2935.1,117019.6,50194.62,14728.89,1670.22,3455.61,928.23,70977.57,46042.03,Доставлен,1,1,1
LH-11224,2024-10-02,2024-10-04,2024-10-04,v1.0,ИП Ковалёв,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,468,1778.4,46649.56,19975.83,7174.14,1355.38,1071.95,477.68,30054.98,16594.58,Доставлен,1,0,0
LH-11225,2024-10-02,2024-10-04,2024-10-04,v1.0,ООО «ТехноДВ»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Фура,462,17975.9,51271.26,18534.61,7048.3,8385.93,859.26,428.98,35257.08,16014.18,Доставлен,1,0,0
LH-11226,2024-10-03,2024-10-05,2024-10-05,v1.0,ООО «ХабЭлектро»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Одежда и обувь,Фура,642,3006.0,61831.21,25007.9,6667.73,1774.76,1762.93,571.56,35784.88,26046.33,Доставлен,1,0,0
LH-11227,2024-10-03,2024-10-06,2024-10-06,v1.0,ООО «МебельГрад»,Приморский край,Владивосток,Комсомольск-на-Амуре,Мебель,Газель,1017,1351.7,37284.77,15452.5,12188.09,916.26,2648.6,388.98,31594.43,5690.34,Доставлен,1,1,1
LH-11228,2024-10-03,2024-10-05,2024-10-05,v1.0,ООО «ТехноДВ»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Медикаменты,Газель,391,1026.9,19485.67,5069.22,7374.3,875.8,914.57,1449.44,15683.33,3802.34,Доставлен,1,1,1
LH-11229,2024-10-03,2024-10-06,2024-10-06,v1.0,ИП Ковалёв,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Стройматериалы,Фура,1319,8923.6,99399.54,55000.73,10610.96,4968.59,3037.76,973.36,74591.4,24808.14,Доставлен,1,1,1
LH-11230,2024-10-03,2024-10-05,2024-10-05,v1.0,ООО «МебельГрад»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Электроника,Газель,309,659.4,16182.41,4148.07,7700.89,746.43,860.82,1194.45,14650.66,1531.75,Доставлен,1,1,1
LH-11231,2024-10-03,2024-10-05,2024-10-07,v1.0,ООО «ДальФуд»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,307,5348.7,36379.03,13752.74,16523.66,2272.53,867.5,4860.21,38276.64,-1897.61,Доставлен,0,1,0
LH-11232,2024-10-04,2024-10-08,2024-10-08,v1.0,ООО «МебельГрад»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,1561,2378.8,157208.15,64554.77,15949.46,1247.14,3010.17,1357.89,86119.43,71088.72,Доставлен,1,1,1
LH-11233,2024-10-04,2024-10-08,2024-10-08,v1.0,ООО «АптекаПлюс»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Электроника,Газель,1664,595.0,66467.26,21218.66,14563.2,711.1,3753.85,1284.44,41531.25,24936.01,Доставлен,1,1,1
LH-11234,2024-10-04,2024-10-07,2024-10-07,v1.0,АО «СахалинСнаб»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Фура,1104,3832.2,94919.91,42036.96,11772.72,2052.36,2017.9,1117.82,58997.76,35922.15,Доставлен,1,1,1
LH-11235,2024-10-04,2024-10-06,2024-10-06,v1.0,ООО «ДальФуд»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Электроника,Газель,439,395.7,22894.44,5797.77,8173.74,631.24,1097.0,799.72,16499.47,6394.97,Доставлен,1,1,1
LH-11236,2024-10-04,2024-10-07,2024-10-07,v1.0,ООО «АптекаПлюс»,Приморский край,Владивосток,Комсомольск-на-Амуре,Электроника,Газель,1211,283.2,54515.66,18327.89,11607.97,543.06,3851.87,1259.45,35590.24,18925.42,Доставлен,1,1,1
LH-11237,2024-10-04,2024-10-07,2024-10-07,v1.0,ООО «ТехноДВ»,Приморский край,Владивосток,Комсомольск-на-Амуре,Одежда и обувь,Фура,867,2058.9,71765.42,34177.64,9822.87,1439.88,1575.31,345.95,47361.65,24403.77,Доставлен,1,0,0
LH-11238,2024-10-04,2024-10-06,2024-10-06,v1.0,ООО «Модный Дом»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Одежда и обувь,Газель,341,1067.0,15485.38,5226.65,8251.18,927.78,661.85,1077.95,16145.41,-660.03,Доставлен,1,1,1
LH-11239,2024-10-04,2024-10-06,2024-10-06,v1.0,ИП Ковалёв,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Продукты питания,Рефрижератор,454,3986.0,47317.56,18603.17,7213.51,2206.41,1442.35,1475.56,30941.0,16376.56,Доставлен,1,1,1
LH-11240,2024-10-04,2024-10-06,2024-10-06,v1.0,ООО «Модный Дом»,Еврейская АО,Биробиджан,Комсомольск-на-Амуре,Одежда и обувь,Газель,516,818.5,22868.34,6511.07,7711.54,815.46,994.96,477.0,16510.03,6358.31,Доставлен,1,1,1
LH-11241,2024-10-05,2024-10-07,2024-10-07,v1.0,ООО «ДВ Логистик»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Мебель,Фура,379,7221.7,37992.38,15254.43,7977.87,4304.65,920.32,1143.31,29600.58,8391.8,Доставлен,1,1,1
LH-11242,2024-10-05,2024-10-08,2024-10-08,v1.0,ООО «ТехноДВ»,Приморский край,Владивосток,Комсомольск-на-Амуре,Стройматериалы,Фура,1294,5487.1,95781.64,44575.56,11521.31,2495.83,2677.15,561.41,61831.26,33950.38,Доставлен,1,0,0
LH-11243,2024-10-05,2024-10-09,2024-10-10,v1.0,ООО «Модный Дом»,Амурская область,Благовещенск,Комсомольск-на-Амуре,Стройматериалы,Фура,1515,6943.4,124189.34,61108.34,16700.99,3073.76,3044.69,7497.48,91425.26,32764.08,Доставлен,0,1,0
LH-11244,2024-10-05,2024-10-07,2024-10-07,v1.0,ИП Ковалёв,Приморский край,Владивосток,Комсомольск-на-Амуре,Одежда и обувь,Газель,799,541.0,32828.8,10609.97,6893.51,697.68,1994.55,417.71,20613.42,12215.38,Доставлен,1,1,1
LH-11245,2024-10-06,2024-10-09,2024-10-09,v1.0,ООО «Модный Дом»,Приморский край,Владивосток,Комсомольск-на-Амуре,Стройматериалы,Фура,1238,17258.2,101877.03,43423.11,9878.8,7697.41,2301.9,1473.86,64775.08,37101.95,Доставлен,1,1,1
LH-11246,2024-10-06,2024-10-08,2024-10-08,v1.0,ООО «ПримТорг»,Хабаровский край,Хабаровск,Комсомольск-на-Амуре,Стройматериалы,Фура,480,5144.7,43133.78,19011.32,7446.31,2312.72,1342.42,1338.88,31451.65,11682.13,Доставлен,1,1,1
LH-11247,2024-10-06,2024-10-09,2024-10-09,v1.0,АО «СахалинСнаб»,Приморский край,Владивосток,Комсомольск-на-Амуре,Продукты питания,Фура,1100,4302.9,104323.78,41047.22,10000.78,2690.37,3388.21,1363.96,58490.54,45833.24,Доставлен,1,0,0
LH-11248,2024-10-07,2024-10-10,2024-10-10,v1.0,АО «ВостокМед»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Продукты питания,Фура,1280,2119.0,102627.31,47209.71,10015.61,1593.14,3184.37,754.65,62757.48,39869.83,Доставлен,1,1,1
LH-11249,2024-10-07,2024-10-12,2024-10-12,v1.0,АО «СахалинСнаб»,Сахалинская область,Южно-Сахалинск,Комсомольск-на-Амуре,Медикаменты,Рефрижератор,1890,517.5,207732.36,85694.59,17950.31,686.39,3762.08,640.87,108734.24,98998.12,Доставлен,1,1,1
